PORADI;ID_NALEZ;DRUH;CESKE_JMENO;KAT_TAX;AUTOR;DATUM_OD;DATUM_DO;CAS;ID_LOKAL;NAZ_LOKAL;SITMAP;KATASTR;X;Y;ZDROJ;NEGATIV;POCET;ODHAD;POCITANO;REL_POC;POKRYVN;PATROVITOST;KODHN;ETOLOGIE;KOMPLETNI_SEZNAM;POZNAMKA;UMIST_NAL;POP_BIOT;TAX_POZN;PROJEKT;DAT_SADA;ZAPSAL;VEROH;VALIDACE;VAL_POZN;GARANCE;GAR_POZN;VYHLASKA;EVD;REDLIST;STRUKT_POZN;CXLOKAL_POZN;CXLOKAL_Z;CXPRESNOST;DATI_INSERT;DATI_UPDATE;UPDATOR
191;32681815;Aphodius scrutator;hnojník zkoumavı;Brouci;Kylies Petr, Schles Radovan;20030921;20030921;;5394915;Plchov;5749;Plchov;-771582;-1020304;JUØENA D., TİR V., BEZDÌK A. (2008) Pøíspìvek k faunistickému vızkumu listorohıch broukù (Coleoptera: Scarabaeoidea) na území Èeské republiky a Slovenska. Klapalekiana. 44, Supplementum. 17-176.;0;3;0;jedinci;;;;;;0;;Bos;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Škapec Ludvík;0;vìrohodnı záznam;;Návrh validace;;;;;;;;1285;20140204
192;32681814;Aphodius scrutator;hnojník zkoumavı;Brouci;Kylies Petr;20020701;20020731;;5394914;Lískı;5749;Lískı;-775136;-1020198;JUØENA D., TİR V., BEZDÌK A. (2008) Pøíspìvek k faunistickému vızkumu listorohıch broukù (Coleoptera: Scarabaeoidea) na území Èeské republiky a Slovenska. Klapalekiana. 44, Supplementum. 17-176.;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Škapec Ludvík;0;vìrohodnı záznam;;Návrh validace;;;;;;;;1100;20140204
193;32681810;Aphodius scrutator;hnojník zkoumavı;Brouci;Houdek M.;19820527;19820527;;5394912;Rakovník - Bulovna;5948;Rakovník;-790734;-1035590;JUØENA D., TİR V., BEZDÌK A. (2008) Pøíspìvek k faunistickému vızkumu listorohıch broukù (Coleoptera: Scarabaeoidea) na území Èeské republiky a Slovenska. Klapalekiana. 44, Supplementum. 17-176.;0;2;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Škapec Ludvík;0;vìrohodnı záznam;;Návrh validace;;;;;;;;300;20140204
194;32681772;Aphodius scrutator;hnojník zkoumavı;Brouci;Juøena Daniel, Lapèík Libor, Schles Radovan;20010818;20010818;;5178099;Libèeves;5549;Libèeves;-778576;-997902;JUØENA D., TİR V., BEZDÌK A. (2008) Pøíspìvek k faunistickému vızkumu listorohıch broukù (Coleoptera: Scarabaeoidea) na území Èeské republiky a Slovenska. Klapalekiana. 44, Supplementum. 17-176.;0;3;0;jedinci;;;;;;0;;Bos;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Škapec Ludvík;0;vìrohodnı záznam;;Návrh validace;;;;;;;;1940;20140204
195;32681771;Aphodius scrutator;hnojník zkoumavı;Brouci;Blaej L.;20070815;20070815;;5394908;Mnichov u Loun;5548;Mnichov u Loun;-781081;-1000207;JUØENA D., TİR V., BEZDÌK A. (2008) Pøíspìvek k faunistickému vızkumu listorohıch broukù (Coleoptera: Scarabaeoidea) na území Èeské republiky a Slovenska. Klapalekiana. 44, Supplementum. 17-176.;0;4;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Škapec Ludvík;0;vìrohodnı záznam;;Návrh validace;;;;;;;;994;20140204
196;32681770;Aphodius scrutator;hnojník zkoumavı;Brouci;Vonièka Pavel;20060826;20060826;;5394908;Mnichov u Loun;5548;Mnichov u Loun;-781081;-1000207;JUØENA D., TİR V., BEZDÌK A. (2008) Pøíspìvek k faunistickému vızkumu listorohıch broukù (Coleoptera: Scarabaeoidea) na území Èeské republiky a Slovenska. Klapalekiana. 44, Supplementum. 17-176.;0;13;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Škapec Ludvík;0;vìrohodnı záznam;;Návrh validace;;;;;;;;994;20140204
197;32681769;Aphodius scrutator;hnojník zkoumavı;Brouci;Moravec Pavel;20070720;20070720;;5394908;Mnichov u Loun;5548;Mnichov u Loun;-781081;-1000207;JUØENA D., TİR V., BEZDÌK A. (2008) Pøíspìvek k faunistickému vızkumu listorohıch broukù (Coleoptera: Scarabaeoidea) na území Èeské republiky a Slovenska. Klapalekiana. 44, Supplementum. 17-176.;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Škapec Ludvík;0;vìrohodnı záznam;;Návrh validace;;;;;;;;994;20140204
198;32681767;Aphodius scrutator;hnojník zkoumavı;Brouci;Moravec Pavel;20060823;20060823;;5394908;Mnichov u Loun;5548;Mnichov u Loun;-781081;-1000207;JUØENA D., TİR V., BEZDÌK A. (2008) Pøíspìvek k faunistickému vızkumu listorohıch broukù (Coleoptera: Scarabaeoidea) na území Èeské republiky a Slovenska. Klapalekiana. 44, Supplementum. 17-176.;0;2;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Škapec Ludvík;0;vìrohodnı záznam;;Návrh validace;;;;;;;;994;20140204;20140204;90
199;32680263;Aphodius scrutator;hnojník zkoumavı;Brouci;Kylies Petr;20020701;20020731;;5389986;Èeské støedohoøí, vrch Raná;5548;Raná u Loun;-783759;-1001362;JUØENA D., TİR V., BEZDÌK A. (2008) Pøíspìvek k faunistickému vızkumu listorohıch broukù (Coleoptera: Scarabaeoidea) na území Èeské republiky a Slovenska. Klapalekiana. 44, Supplementum. 17-176.;0;2;0;jedinci;;;;;;0;;Ovis;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Škapec Ludvík;0;vìrohodnı záznam;;Návrh validace;;;;;;;;500;20140203;20140204;90
200;32680262;Aphodius scrutator;hnojník zkoumavı;Brouci;Trávníèek Zdenìk;19790702;19790702;;5389986;Èeské støedohoøí, vrch Raná;5548;Raná u Loun;-783759;-1001362;JUØENA D., TİR V., BEZDÌK A. (2008) Pøíspìvek k faunistickému vızkumu listorohıch broukù (Coleoptera: Scarabaeoidea) na území Èeské republiky a Slovenska. Klapalekiana. 44, Supplementum. 17-176.;0;;0;jedinci;101-1000;;;;;0;;Bos;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Škapec Ludvík;0;vìrohodnı záznam;;Návrh validace;;;;;;;;500;20140203
